Ano Exercício,Unidade Orçamentária (desc.),Programa (desc.),Ação (desc.),Plano Orçamentário,Plano Orçamentário (desc.),Natureza de Despesa (desc.),GND (desc.),Resultado Primário - Lei (desc.),Plano Interno (desc.),Dotação Atual,Autorizado,Empenhado,Empenhado Liquidado,Pago
2012,20121 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Produção e Disseminação de Conhecimento para Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",----,----------,33903016 - MATERIAL DE EXPEDIENTE,3 - Outras Despesas Correntes,2 - Primária discricionária,SDH - TC Nº 08/2012 - TIRÉSIAS,0.,0.,"3,435.8","3,435.8",0.
2012,20121 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Produção e Disseminação de Conhecimento para Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",----,----------,33903900 - Outros Serviços de Terceiros - Pessoa Jurídica,3 - Outras Despesas Correntes,2 - Primária discricionária,SDH - TC Nº 08/2012 - TIRÉSIAS,0.,"84,560.",0.,0.,0.
2012,20121 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Produção e Disseminação de Conhecimento para Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",----,----------,33903963 - SERVICOS GRAFICOS E EDITORIAIS,3 - Outras Despesas Correntes,2 - Primária discricionária,SDH - TC Nº 08/2012 - TIRÉSIAS,0.,0.,"71,478.88","71,478.88","3,652.99"
2012,20121 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Produção e Disseminação de Conhecimento para Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",----,----------,33903983 - SERVICOS DE COPIAS E REPRODUCAO DE DOCUMENTOS,3 - Outras Despesas Correntes,2 - Primária discricionária,SDH - TC Nº 08/2012 - TIRÉSIAS,0.,0.,"13,081.12","13,081.12",0.
2012,20121 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Produção e Disseminação de Conhecimento para Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",----,----------,33990000 - A DEFINIR,3 - Outras Despesas Correntes,2 - Primária discricionária,[Sem PI],"650,000.","650,000.",0.,0.,0.
2013,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,0000 - Valor não detalhado,33300000 - Transferências a Estados e ao Distrito Federal,3 - Outras Despesas Correntes,2 - Primária discricionária,[Sem PI],"1,554,000.","900,000.",0.,0.,0.
2013,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,0000 - Valor não detalhado,33304100 - Contribuições,3 - Outras Despesas Correntes,2 - Primária discricionária,[Sem PI],0.,"654,000.",0.,0.,0.
2013,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,0000 - Valor não detalhado,33304103 - ALAGOAS,3 - Outras Despesas Correntes,2 - Primária discricionária,[Sem PI],0.,0.,"150,000.","150,000.",0.
2013,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,0000 - Valor não detalhado,33304135 - RIO DE JANEIRO,3 - Outras Despesas Correntes,2 - Primária discricionária,[Sem PI],0.,0.,"250,000.","250,000.",0.
2013,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,0000 - Valor não detalhado,33304139 - RIO GRANDE DO SUL,3 - Outras Despesas Correntes,2 - Primária discricionária,[Sem PI],0.,0.,"254,000.","254,000.",0.
2013,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,0000 - Valor não detalhado,33400000 - Transferências a Municípios,3 - Outras Despesas Correntes,2 - Primária discricionária,[Sem PI],"300,000.",0.,0.,0.,0.
2013,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,0000 - Valor não detalhado,33404100 - Contribuições,3 - Outras Despesas Correntes,2 - Primária discricionária,[Sem PI],0.,"300,000.",0.,0.,0.
2013,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,0000 - Valor não detalhado,33404107 - A MUNICIPIOS DO ESTADO DA BAHIA,3 - Outras Despesas Correntes,2 - Primária discricionária,[Sem PI],0.,0.,"100,000.","100,000.",0.
2013,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,0000 - Valor não detalhado,33404145 - A MUNICIPIOS DO ESTADO DE SAO PAULO,3 - Outras Despesas Correntes,2 - Primária discricionária,[Sem PI],0.,0.,"200,000.","200,000.",0.
2013,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,0000 - Valor não detalhado,33500000 - Transferências a Instituições Privadas sem Fins Lucrativos,3 - Outras Despesas Correntes,2 - Primária discricionária,[Sem PI],"242,500.",0.,0.,0.,0.
2013,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,0000 - Valor não detalhado,33504100 - Contribuições,3 - Outras Despesas Correntes,2 - Primária discricionária,[Sem PI],0.,"242,500.",0.,0.,0.
2013,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,0000 - Valor não detalhado,33504101 - INST.DE CARATER ASSIST.CULT.E EDUCACIONAL,3 - Outras Despesas Correntes,2 - Primária discricionária,[Sem PI],0.,0.,"242,500.","242,500.",0.
2013,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,0000 - Valor não detalhado,33800000 - Transferências ao Exterior,3 - Outras Despesas Correntes,2 - Primária discricionária,[Sem PI],"117,000.",0.,0.,0.,0.
2013,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,0000 - Valor não detalhado,33804100 - Contribuições,3 - Outras Despesas Correntes,2 - Primária discricionária,[Sem PI],0.,"117,000.",0.,0.,0.
2013,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,0000 - Valor não detalhado,33804117 - OEI - ORGANIZ.DOS ESTADOS IBERO-AMERICANOS,3 - Outras Despesas Correntes,2 - Primária discricionária,[Sem PI],0.,0.,"117,000.","117,000.",0.
2013,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,0000 - Valor não detalhado,33900000 - Aplicações Diretas,3 - Outras Despesas Correntes,2 - Primária discricionária,[Sem PI],"36,500.","36,500.",0.,0.,0.
2013,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,0000 - Valor não detalhado,44300000 - Transferências a Estados e ao Distrito Federal,4 - Investimentos,2 - Primária discricionária,[Sem PI],"250,000.",0.,0.,0.,0.
2013,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,0000 - Valor não detalhado,44304100 - Contribuições,4 - Investimentos,2 - Primária discricionária,[Sem PI],0.,"250,000.",0.,0.,0.
2013,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,0000 - Valor não detalhado,44304135 - RIO DE JANEIRO,4 - Investimentos,2 - Primária discricionária,[Sem PI],0.,0.,"250,000.","250,000.",0.
2014,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33300000 - Transferências a Estados e ao Distrito Federal,3 - Outras Despesas Correntes,2 - Primária discricionária,[Sem PI],"190,000.","190,000.",0.,0.,0.
2014,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33300000 - Transferências a Estados e ao Distrito Federal,3 - Outras Despesas Correntes,"6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",[Sem PI],"560,000.","560,000.",0.,0.,0.
2014,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33304100 - Contribuições,3 - Outras Despesas Correntes,2 - Primária discricionária,[Sem PI],0.,0.,0.,0.,0.
2014,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33400000 - Transferências a Municípios,3 - Outras Despesas Correntes,2 - Primária discricionária,[Sem PI],"150,000.",0.,0.,0.,0.
2014,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33400000 - Transferências a Municípios,3 - Outras Despesas Correntes,"6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",[Sem PI],"220,000.","100,000.",0.,0.,0.
2014,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33404100 - Contribuições,3 - Outras Despesas Correntes,2 - Primária discricionária,[Sem PI],0.,"150,000.",0.,0.,0.
2014,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33404100 - Contribuições,3 - Outras Despesas Correntes,"6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",[Sem PI],0.,"120,000.",0.,0.,0.
2014,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33404131 - A MUNICIPIOS DO ESTADO DE PERNAMBUCO,3 - Outras Despesas Correntes,2 - Primária discricionária,[Sem PI],0.,0.,"150,000.","150,000.",0.
2014,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33404139 - A MUNICIPIOS DO ESTADO DO RIO GRANDE DO SUL,3 - Outras Despesas Correntes,"6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",[Sem PI],0.,0.,"120,000.","120,000.",0.
2014,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33500000 - Transferências a Instituições Privadas sem Fins Lucrativos,3 - Outras Despesas Correntes,"6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",[Sem PI],"750,000.","750,000.",0.,0.,0.
2014,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33800000 - Transferências ao Exterior,3 - Outras Despesas Correntes,2 - Primária discricionária,[Sem PI],"100,000.",0.,0.,0.,0.
2014,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33804100 - Contribuições,3 - Outras Despesas Correntes,2 - Primária discricionária,[Sem PI],0.,"100,000.",0.,0.,0.
2014,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33804117 - OEI - ORGANIZ.DOS ESTADOS IBERO-AMERICANOS,3 - Outras Despesas Correntes,2 - Primária discricionária,[Sem PI],0.,0.,"100,000.","100,000.",0.
2014,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33900000 - Aplicações Diretas,3 - Outras Despesas Correntes,2 - Primária discricionária,[Sem PI],"250,000.",0.,0.,0.,0.
2014,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33900000 - Aplicações Diretas,3 - Outras Despesas Correntes,"6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",[Sem PI],"435,000.","435,000.",0.,0.,0.
2014,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33901800 - Auxílio Financeiro a Estudantes,3 - Outras Despesas Correntes,2 - Primária discricionária,GRADUACAO- LAB DE IMAGEM E CIBERCULTURA,0.,"50,400.",0.,0.,0.
2014,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33901801 - BOLSAS DE ESTUDO NO PAIS,3 - Outras Despesas Correntes,2 - Primária discricionária,GRADUACAO- LAB DE IMAGEM E CIBERCULTURA,0.,0.,"50,400.","50,400.",0.
2014,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33902000 - Auxílio Financeiro a Pesquisadores,3 - Outras Despesas Correntes,2 - Primária discricionária,GRADUACAO- LAB DE IMAGEM E CIBERCULTURA,0.,"197,200.",0.,0.,0.
2014,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33902001 - AUXILIO A PESQUISADORES,3 - Outras Despesas Correntes,2 - Primária discricionária,GRADUACAO- LAB DE IMAGEM E CIBERCULTURA,0.,0.,"197,200.","197,200.",0.
2014,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33903000 - Material de Consumo,3 - Outras Despesas Correntes,2 - Primária discricionária,GRADUACAO- LAB DE IMAGEM E CIBERCULTURA,0.,"1,487.",0.,0.,0.
2014,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33903000 - Material de Consumo,3 - Outras Despesas Correntes,2 - Primária discricionária,[Sem PI],0.,913.,0.,0.,0.
2014,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33903017 - MATERIAL DE PROCESSAMENTO DE DADOS,3 - Outras Despesas Correntes,2 - Primária discricionária,GRADUACAO- LAB DE IMAGEM E CIBERCULTURA,0.,0.,"1,487.","1,487.",0.
2014,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",44400000 - Transferências a Municípios,4 - Investimentos,"6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",[Sem PI],"480,000.","303,000.",0.,0.,0.
2014,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",44404100 - Contribuições,4 - Investimentos,2 - Primária discricionária,[Sem PI],0.,0.,0.,0.,0.
2014,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",44404100 - Contribuições,4 - Investimentos,"6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",[Sem PI],0.,"177,000.",0.,0.,0.
2014,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",44404139 - A MUNICIPIOS DO ESTADO DO RIO GRANDE DO SUL,4 - Investimentos,"6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",[Sem PI],0.,0.,"177,000.","177,000.",0.
2014,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",44900000 - Aplicações Diretas,4 - Investimentos,"6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",[Sem PI],"65,000.","65,000.",0.,0.,0.
2015,20101 - Presidência da República,2064 - Promoção e Defesa dos Direitos Humanos,20ZN - Promoção e Defesa dos Direitos Humanos,0009,0009 - Educação Popular e Mobilização Cidadã,33903900 - Outros Serviços de Terceiros - Pessoa Jurídica,3 - Outras Despesas Correntes,2 - Primária discricionária,[Sem PI],0.,0.,0.,0.,0.
2015,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33300000 - Transferências a Estados e ao Distrito Federal,3 - Outras Despesas Correntes,2 - Primária discricionária,[Sem PI],"500,000.","237,500.",0.,0.,0.
2015,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33300000 - Transferências a Estados e ao Distrito Federal,3 - Outras Despesas Correntes,"6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",[Sem PI],"570,000.","570,000.",0.,0.,0.
2015,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33304100 - Contribuições,3 - Outras Despesas Correntes,2 - Primária discricionária,[Sem PI],0.,"262,500.",0.,0.,0.
2015,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33304107 - BAHIA,3 - Outras Despesas Correntes,2 - Primária discricionária,[Sem PI],0.,0.,"262,500.","262,500.",0.
2015,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33400000 - Transferências a Municípios,3 - Outras Despesas Correntes,"6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",[Sem PI],"720,000.",0.,0.,0.,0.
2015,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33404100 - Contribuições,3 - Outras Despesas Correntes,"6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",[Sem PI],0.,"720,000.",0.,0.,0.
2015,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33404123 - A MUNICIPIOS DO ESTADO DE MINAS GERAIS,3 - Outras Despesas Correntes,"6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",[Sem PI],0.,0.,"200,000.","200,000.","200,000."
2015,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33404139 - A MUNICIPIOS DO ESTADO DO RIO GRANDE DO SUL,3 - Outras Despesas Correntes,"6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",[Sem PI],0.,0.,"100,000.","100,000.",0.
2015,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33404145 - A MUNICIPIOS DO ESTADO DE SAO PAULO,3 - Outras Despesas Correntes,"6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",[Sem PI],0.,0.,"420,000.","420,000.","270,000."
2015,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",33900000 - Aplicações Diretas,3 - Outras Despesas Correntes,"6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",[Sem PI],0.,0.,0.,0.,0.
2015,64101 - Secretaria de Direitos Humanos,2064 - Promoção e Defesa dos Direitos Humanos,"8810 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",0000,"0000 - Promoção e Defesa dos Direitos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais",44300000 - Transferências a Estados e ao Distrito Federal,4 - Investimentos,"6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",[Sem PI],"30,000.","30,000.",0.,0.,0.
